Emoji	Name	Group	Subgroup	Code Point	Code	Status
👩🏿‍🤝‍👩🏽	Women holding hands: Dark skin tone, medium skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD	E12.0	Fully Qualified
👩🏿‍🤝‍👩🏾	Women holding hands: Dark skin tone, medium-dark skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE	E12.0	Fully Qualified
👭🏿	Women holding hands: Dark skin tone	People & Body	Family	1F46D 1F3FF	E12.0	Fully Qualified
👫🏻	Woman and man holding hands: Light skin tone	People & Body	Family	1F46B 1F3FB	E12.0	Fully Qualified
👩🏻‍🤝‍👨🏼	Woman and man holding hands: Light skin tone, medium-light skin tone	family	People & Body	1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👩🏻‍🤝‍👨🏽	Woman and man holding hands: Light skin tone, medium skin tone	family	People & Body	1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👩🏻‍🤝‍👨🏾	Woman and man holding hands: Light skin tone, medium-dark skin tone	family	People & Body	1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE	E12.0	Fully Qualified
👩🏻‍🤝‍👨🏿	Woman and man holding hands: Light skin tone, dark skin tone	family	People & Body	1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF	E12.0	Fully Qualified
👩🏼‍🤝‍👨🏻	Woman and man holding hands: Medium-light skin tone, light skin tone	family	People & Body	1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👫🏼	Woman and man holding hands: Medium-light skin tone	family	People & Body	1F46B 1F3FC	E12.0	Fully Qualified
👩🏼‍🤝‍👨🏽	Woman and man holding hands: Medium-light skin tone, medium skin tone	family	People & Body	1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👩🏼‍🤝‍👨🏾	Woman and man holding hands: Medium-light skin tone, medium-dark skin tone	family	People & Body	1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE	E12.0	Fully Qualified
👩🏼‍🤝‍👨🏿	Woman and man holding hands: Medium-light skin tone, dark skin tone	family	People & Body	1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF	E12.0	Fully Qualified
👩🏽‍🤝‍👨🏻	Woman and man holding hands: Medium skin tone, light skin tone	family	People & Body	1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👩🏽‍🤝‍👨🏼	Woman and man holding hands: Medium skin tone, medium-light skin tone	family	People & Body	1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👫🏽	Woman and man holding hands: Medium skin tone	People & Body	Family	1F46B 1F3FD	E12.0	Fully Qualified
👩🏽‍🤝‍👨🏾	Woman and man holding hands: Medium skin tone, medium-dark skin tone	family	People & Body	1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE	E12.0	Fully Qualified
👩🏽‍🤝‍👨🏿	Woman and man holding hands: Medium skin tone, dark skin tone	family	People & Body	1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF	E12.0	Fully Qualified
👩🏾‍🤝‍👨🏻	Woman and man holding hands: Medium-dark skin tone, light skin tone	family	People & Body	1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👩🏾‍🤝‍👨🏼	Woman and man holding hands: Medium-dark skin tone, medium-light skin tone	family	People & Body	1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👩🏾‍🤝‍👨🏽	Woman and man holding hands: Medium-dark skin tone, medium skin tone	family	People & Body	1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👫🏾	Woman and man holding hands: Medium-dark skin tone	family	People & Body	1F46B 1F3FE	E12.0	Fully Qualified
👩🏾‍🤝‍👨🏿	Woman and man holding hands: Medium-dark skin tone, dark skin tone	family	People & Body	1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF	E12.0	Fully Qualified
👩🏿‍🤝‍👨🏻	Woman and man holding hands: Dark skin tone, light skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👩🏿‍🤝‍👨🏼	Woman and man holding hands: Dark skin tone, medium-light skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👩🏿‍🤝‍👨🏽	Woman and man holding hands: Dark skin tone, medium skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👩🏿‍🤝‍👨🏾	Woman and man holding hands: Dark skin tone, medium-dark skin tone	family	People & Body	1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE	E12.0	Fully Qualified
👫🏿	Woman and man holding hands: Dark skin tone	People & Body	Family	1F46B 1F3FF	E12.0	Fully Qualified
👬🏻	Men holding hands: Light skin tone	People & Body	Family	1F46C 1F3FB	E12.0	Fully Qualified
👨🏻‍🤝‍👨🏼	Men holding hands: Light skin tone, medium-light skin tone	family	People & Body	1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC	E12.1	Fully Qualified
👨🏻‍🤝‍👨🏽	Men holding hands: Light skin tone, medium skin tone	family	People & Body	1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD	E12.1	Fully Qualified
👨🏻‍🤝‍👨🏾	Men holding hands: Light skin tone, medium-dark skin tone	family	People & Body	1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE	E12.1	Fully Qualified
👨🏻‍🤝‍👨🏿	Men holding hands: Light skin tone, dark skin tone	family	People & Body	1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF	E12.1	Fully Qualified
👨🏼‍🤝‍👨🏻	Men holding hands: Medium-light skin tone, light skin tone	family	People & Body	1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👬🏼	Men holding hands: Medium-light skin tone	People & Body	Family	1F46C 1F3FC	E12.0	Fully Qualified
👨🏼‍🤝‍👨🏽	Men holding hands: Medium-light skin tone, medium skin tone	family	People & Body	1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD	E12.1	Fully Qualified
👨🏼‍🤝‍👨🏾	Men holding hands: Medium-light skin tone, medium-dark skin tone	family	People & Body	1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE	E12.1	Fully Qualified
👨🏼‍🤝‍👨🏿	Men holding hands: Medium-light skin tone, dark skin tone	family	People & Body	1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF	E12.1	Fully Qualified
👨🏽‍🤝‍👨🏻	Men holding hands: Medium skin tone, light skin tone	family	People & Body	1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👨🏽‍🤝‍👨🏼	Men holding hands: Medium skin tone, medium-light skin tone	family	People & Body	1F468 1F3FD 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👬🏽	Men holding hands: Medium skin tone	People & Body	Family	1F46C 1F3FD	E12.0	Fully Qualified
👨🏽‍🤝‍👨🏾	Men holding hands: Medium skin tone, medium-dark skin tone	family	People & Body	1F468 1F3FD 200D 1F91D 200D 1F468 1F3FE	E12.1	Fully Qualified
👨🏽‍🤝‍👨🏿	Men holding hands: Medium skin tone, dark skin tone	family	People & Body	1F468 1F3FD 200D 1F91D 200D 1F468 1F3FF	E12.1	Fully Qualified
👨🏾‍🤝‍👨🏻	Men holding hands: Medium-dark skin tone, light skin tone	family	People & Body	1F468 1F3FE 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👨🏾‍🤝‍👨🏼	Men holding hands: Medium-dark skin tone, medium-light skin tone	family	People & Body	1F468 1F3FE 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👨🏾‍🤝‍👨🏽	Men holding hands: Medium-dark skin tone, medium skin tone	family	People & Body	1F468 1F3FE 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👬🏾	Men holding hands: Medium-dark skin tone	People & Body	Family	1F46C 1F3FE	E12.0	Fully Qualified
👨🏾‍🤝‍👨🏿	Men holding hands: Medium-dark skin tone, dark skin tone	family	People & Body	1F468 1F3FE 200D 1F91D 200D 1F468 1F3FF	E12.1	Fully Qualified
👨🏿‍🤝‍👨🏻	Men holding hands: Dark skin tone, light skin tone	family	People & Body	1F468 1F3FF 200D 1F91D 200D 1F468 1F3FB	E12.0	Fully Qualified
👨🏿‍🤝‍👨🏼	Men holding hands: Dark skin tone, medium-light skin tone	family	People & Body	1F468 1F3FF 200D 1F91D 200D 1F468 1F3FC	E12.0	Fully Qualified
👨🏿‍🤝‍👨🏽	Men holding hands: Dark skin tone, medium skin tone	family	People & Body	1F468 1F3FF 200D 1F91D 200D 1F468 1F3FD	E12.0	Fully Qualified
👨🏿‍🤝‍👨🏾	Men holding hands: Dark skin tone, medium-dark skin tone	family	People & Body	1F468 1F3FF 200D 1F91D 200D 1F468 1F3FE	E12.0	Fully Qualified
👬🏿	Men holding hands: Dark skin tone	People & Body	Family	1F46C 1F3FF	E12.0	Fully Qualified
💏🏻	Kiss: Light skin tone	People & Body	Family	1F48F 1F3FB	E13.1	Fully Qualified
💏🏼	Kiss: Medium-light skin tone	People & Body	Family	1F48F 1F3FC	E13.1	Fully Qualified
💏🏽	Kiss: Medium skin tone	People & Body	Family	1F48F 1F3FD	E13.1	Fully Qualified
💏🏾	Kiss: Medium-dark skin tone	People & Body	Family	1F48F 1F3FE	E13.1	Fully Qualified
💏🏿	Kiss: Dark skin tone	People & Body	Family	1F48F 1F3FF	E13.1	Fully Qualified
🧑🏻‍❤️‍💋‍🧑🏼	Kiss: Person, person, light skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Fully Qualified
🧑🏻‍❤‍💋‍🧑🏼	Kiss: Person, person, light skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Minimally Qualified
🧑🏻‍❤️‍💋‍🧑🏽	Kiss: Person, person, light skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Fully Qualified
🧑🏻‍❤‍💋‍🧑🏽	Kiss: Person, person, light skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Minimally Qualified
🧑🏻‍❤️‍💋‍🧑🏾	Kiss: Person, person, light skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Fully Qualified
🧑🏻‍❤‍💋‍🧑🏾	Kiss: Person, person, light skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Minimally Qualified
🧑🏻‍❤️‍💋‍🧑🏿	Kiss: Person, person, light skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Fully Qualified
🧑🏻‍❤‍💋‍🧑🏿	Kiss: Person, person, light skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FB 200D 2764 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Minimally Qualified
🧑🏼‍❤️‍💋‍🧑🏻	Kiss: Person, person, medium-light skin tone, light skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Fully Qualified
🧑🏼‍❤‍💋‍🧑🏻	Kiss: Person, person, medium-light skin tone, light skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Minimally Qualified
🧑🏼‍❤️‍💋‍🧑🏽	Kiss: Person, person, medium-light skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Fully Qualified
🧑🏼‍❤‍💋‍🧑🏽	Kiss: Person, person, medium-light skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Minimally Qualified
🧑🏼‍❤️‍💋‍🧑🏾	Kiss: Person, person, medium-light skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Fully Qualified
🧑🏼‍❤‍💋‍🧑🏾	Kiss: Person, person, medium-light skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Minimally Qualified
🧑🏼‍❤️‍💋‍🧑🏿	Kiss: Person, person, medium-light skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Fully Qualified
🧑🏼‍❤‍💋‍🧑🏿	Kiss: Person, person, medium-light skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FC 200D 2764 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Minimally Qualified
🧑🏽‍❤️‍💋‍🧑🏻	Kiss: Person, person, medium skin tone, light skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Fully Qualified
🧑🏽‍❤‍💋‍🧑🏻	Kiss: Person, person, medium skin tone, light skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Minimally Qualified
🧑🏽‍❤️‍💋‍🧑🏼	Kiss: Person, person, medium skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Fully Qualified
🧑🏽‍❤‍💋‍🧑🏼	Kiss: Person, person, medium skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Minimally Qualified
🧑🏽‍❤️‍💋‍🧑🏾	Kiss: Person, person, medium skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Fully Qualified
🧑🏽‍❤‍💋‍🧑🏾	Kiss: Person, person, medium skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Minimally Qualified
🧑🏽‍❤️‍💋‍🧑🏿	Kiss: Person, person, medium skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Fully Qualified
🧑🏽‍❤‍💋‍🧑🏿	Kiss: Person, person, medium skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FD 200D 2764 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Minimally Qualified
🧑🏾‍❤️‍💋‍🧑🏻	Kiss: Person, person, medium-dark skin tone, light skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Fully Qualified
🧑🏾‍❤‍💋‍🧑🏻	Kiss: Person, person, medium-dark skin tone, light skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Minimally Qualified
🧑🏾‍❤️‍💋‍🧑🏼	Kiss: Person, person, medium-dark skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Fully Qualified
🧑🏾‍❤‍💋‍🧑🏼	Kiss: Person, person, medium-dark skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Minimally Qualified
🧑🏾‍❤️‍💋‍🧑🏽	Kiss: Person, person, medium-dark skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Fully Qualified
🧑🏾‍❤‍💋‍🧑🏽	Kiss: Person, person, medium-dark skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Minimally Qualified
🧑🏾‍❤️‍💋‍🧑🏿	Kiss: Person, person, medium-dark skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Fully Qualified
🧑🏾‍❤‍💋‍🧑🏿	Kiss: Person, person, medium-dark skin tone, dark skin tone	People & Body	Family	1F9D1 1F3FE 200D 2764 200D 1F48B 200D 1F9D1 1F3FF	E13.1	Minimally Qualified
🧑🏿‍❤️‍💋‍🧑🏻	Kiss: Person, person, dark skin tone, light skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Fully Qualified
🧑🏿‍❤‍💋‍🧑🏻	Kiss: Person, person, dark skin tone, light skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FB	E13.1	Minimally Qualified
🧑🏿‍❤️‍💋‍🧑🏼	Kiss: Person, person, dark skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Fully Qualified
🧑🏿‍❤‍💋‍🧑🏼	Kiss: Person, person, dark skin tone, medium-light skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FC	E13.1	Minimally Qualified
🧑🏿‍❤️‍💋‍🧑🏽	Kiss: Person, person, dark skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Fully Qualified
🧑🏿‍❤‍💋‍🧑🏽	Kiss: Person, person, dark skin tone, medium skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FD	E13.1	Minimally Qualified
🧑🏿‍❤️‍💋‍🧑🏾	Kiss: Person, person, dark skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Fully Qualified
🧑🏿‍❤‍💋‍🧑🏾	Kiss: Person, person, dark skin tone, medium-dark skin tone	People & Body	Family	1F9D1 1F3FF 200D 2764 200D 1F48B 200D 1F9D1 1F3FE	E13.1	Minimally Qualified
👩🏻‍❤️‍💋‍👨🏻	Kiss: Woman, man, light skin tone	People & Body	Family	1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB	E13.1	Fully Qualified
👩🏻‍❤‍💋‍👨🏻	Kiss: Woman, man, light skin tone	People & Body	Family	1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FB	E13.1	Minimally Qualified
👩🏻‍❤️‍💋‍👨🏼	Kiss: Woman, man, light skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC	E13.1	Fully Qualified
👩🏻‍❤‍💋‍👨🏼	Kiss: Woman, man, light skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FC	E13.1	Minimally Qualified
👩🏻‍❤️‍💋‍👨🏽	Kiss: Woman, man, light skin tone, medium skin tone	People & Body	Family	1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD	E13.1	Fully Qualified
👩🏻‍❤‍💋‍👨🏽	Kiss: Woman, man, light skin tone, medium skin tone	People & Body	Family	1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FD	E13.1	Minimally Qualified
👩🏻‍❤️‍💋‍👨🏾	Kiss: Woman, man, light skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE	E13.1	Fully Qualified
👩🏻‍❤‍💋‍👨🏾	Kiss: Woman, man, light skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FE	E13.1	Minimally Qualified
👩🏻‍❤️‍💋‍👨🏿	Kiss: Woman, man, light skin tone, dark skin tone	People & Body	Family	1F469 1F3FB 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF	E13.1	Fully Qualified
👩🏻‍❤‍💋‍👨🏿	Kiss: Woman, man, light skin tone, dark skin tone	People & Body	Family	1F469 1F3FB 200D 2764 200D 1F48B 200D 1F468 1F3FF	E13.1	Minimally Qualified
👩🏼‍❤️‍💋‍👨🏻	Kiss: Woman, man, medium-light skin tone, light skin tone	People & Body	Family	1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB	E13.1	Fully Qualified
👩🏼‍❤‍💋‍👨🏻	Kiss: Woman, man, medium-light skin tone, light skin tone	People & Body	Family	1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FB	E13.1	Minimally Qualified
👩🏼‍❤️‍💋‍👨🏼	Kiss: Woman, man, medium-light skin tone	People & Body	Family	1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC	E13.1	Fully Qualified
👩🏼‍❤‍💋‍👨🏼	Kiss: Woman, man, medium-light skin tone	People & Body	Family	1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FC	E13.1	Minimally Qualified
👩🏼‍❤️‍💋‍👨🏽	Kiss: Woman, man, medium-light skin tone, medium skin tone	People & Body	Family	1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD	E13.1	Fully Qualified
👩🏼‍❤‍💋‍👨🏽	Kiss: Woman, man, medium-light skin tone, medium skin tone	People & Body	Family	1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FD	E13.1	Minimally Qualified
👩🏼‍❤️‍💋‍👨🏾	Kiss: Woman, man, medium-light skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE	E13.1	Fully Qualified
👩🏼‍❤‍💋‍👨🏾	Kiss: Woman, man, medium-light skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FE	E13.1	Minimally Qualified
👩🏼‍❤️‍💋‍👨🏿	Kiss: Woman, man, medium-light skin tone, dark skin tone	People & Body	Family	1F469 1F3FC 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF	E13.1	Fully Qualified
👩🏼‍❤‍💋‍👨🏿	Kiss: Woman, man, medium-light skin tone, dark skin tone	People & Body	Family	1F469 1F3FC 200D 2764 200D 1F48B 200D 1F468 1F3FF	E13.1	Minimally Qualified
👩🏽‍❤️‍💋‍👨🏻	Kiss: Woman, man, medium skin tone, light skin tone	People & Body	Family	1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB	E13.1	Fully Qualified
👩🏽‍❤‍💋‍👨🏻	Kiss: Woman, man, medium skin tone, light skin tone	People & Body	Family	1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FB	E13.1	Minimally Qualified
👩🏽‍❤️‍💋‍👨🏼	Kiss: Woman, man, medium skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC	E13.1	Fully Qualified
👩🏽‍❤‍💋‍👨🏼	Kiss: Woman, man, medium skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FC	E13.1	Minimally Qualified
👩🏽‍❤️‍💋‍👨🏽	Kiss: Woman, man, medium skin tone	People & Body	Family	1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD	E13.1	Fully Qualified
👩🏽‍❤‍💋‍👨🏽	Kiss: Woman, man, medium skin tone	People & Body	Family	1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FD	E13.1	Minimally Qualified
👩🏽‍❤️‍💋‍👨🏾	Kiss: Woman, man, medium skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE	E13.1	Fully Qualified
👩🏽‍❤‍💋‍👨🏾	Kiss: Woman, man, medium skin tone, medium-dark skin tone	People & Body	Family	1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FE	E13.1	Minimally Qualified
👩🏽‍❤️‍💋‍👨🏿	Kiss: Woman, man, medium skin tone, dark skin tone	People & Body	Family	1F469 1F3FD 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF	E13.1	Fully Qualified
👩🏽‍❤‍💋‍👨🏿	Kiss: Woman, man, medium skin tone, dark skin tone	People & Body	Family	1F469 1F3FD 200D 2764 200D 1F48B 200D 1F468 1F3FF	E13.1	Minimally Qualified
👩🏾‍❤️‍💋‍👨🏻	Kiss: Woman, man, medium-dark skin tone, light skin tone	People & Body	Family	1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB	E13.1	Fully Qualified
👩🏾‍❤‍💋‍👨🏻	Kiss: Woman, man, medium-dark skin tone, light skin tone	People & Body	Family	1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FB	E13.1	Minimally Qualified
👩🏾‍❤️‍💋‍👨🏼	Kiss: Woman, man, medium-dark skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FC	E13.1	Fully Qualified
👩🏾‍❤‍💋‍👨🏼	Kiss: Woman, man, medium-dark skin tone, medium-light skin tone	People & Body	Family	1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FC	E13.1	Minimally Qualified
👩🏾‍❤️‍💋‍👨🏽	Kiss: Woman, man, medium-dark skin tone, medium skin tone	People & Body	Family	1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FD	E13.1	Fully Qualified
👩🏾‍❤‍💋‍👨🏽	Kiss: Woman, man, medium-dark skin tone, medium skin tone	People & Body	Family	1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FD	E13.1	Minimally Qualified
👩🏾‍❤️‍💋‍👨🏾	Kiss: Woman, man, medium-dark skin tone	People & Body	Family	1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FE	E13.1	Fully Qualified
👩🏾‍❤‍💋‍👨🏾	Kiss: Woman, man, medium-dark skin tone	People & Body	Family	1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FE	E13.1	Minimally Qualified
👩🏾‍❤️‍💋‍👨🏿	Kiss: Woman, man, medium-dark skin tone, dark skin tone	People & Body	Family	1F469 1F3FE 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FF	E13.1	Fully Qualified
👩🏾‍❤‍💋‍👨🏿	Kiss: Woman, man, medium-dark skin tone, dark skin tone	People & Body	Family	1F469 1F3FE 200D 2764 200D 1F48B 200D 1F468 1F3FF	E13.1	Minimally Qualified
👩🏿‍❤️‍💋‍👨🏻	Kiss: Woman, man, dark skin tone, light skin tone	People & Body	Family	1F469 1F3FF 200D 2764 FE0F 200D 1F48B 200D 1F468 1F3FB	E13.1	Fully Qualified
👩🏿‍❤‍💋‍👨🏻	Kiss: Woman, man, dark skin tone, light skin tone	People & Body	Family	1F469 1F3FF 200D 2764 200D 1F48B 200D 1F468 1F3FB	E13.1	Minimally Qualified
